Token	POS-Tag	OOV	Id	Index	Documento
como	ADP	0	5	12	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
a	DET	0	5	13	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
criação	NOUN	0	5	14	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
de	ADP	0	5	15	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
senhas	NOUN	1	5	16	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
fortes	ADJ	0	5	17	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
,	PUNCT	0	5	18	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
uso	NOUN	0	5	19	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
de	ADP	0	5	20	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
autenticação	NOUN	1	5	21	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
em	ADP	0	5	22	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
dois	NUM	0	5	23	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
fatores	NOUN	0	5	24	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
,	PUNCT	0	5	25	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
atualização	NOUN	0	5	26	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
constante	ADJ	0	5	27	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
de	ADP	0	5	28	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
softwares	NOUN	0	5	29	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
e	CCONJ	0	5	30	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
desconfiança	NOUN	1	5	31	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
diante	ADV	0	5	32	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
de	ADP	0	5	33	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
mensagens	NOUN	0	5	34	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
ou	CCONJ	0	5	35	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
ofertas	NOUN	1	5	36	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
aparentemente	ADV	0	5	37	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
milagrosas	ADJ	1	5	38	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
.	PUNCT	0	5	39	A educação digital deve ser vista como prioridade , ensinando práticas seguras como a criação de senhas fortes , uso de autenticação em dois fatores , atualização constante de softwares e desconfiança diante de mensagens ou ofertas aparentemente milagrosas .
Governos	NOUN	1	6	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
desempenham	VERB	1	6	1	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
papel	NOUN	0	6	2	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
essencial	ADJ	0	6	3	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
na	ADP	0	6	4	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
proteção	NOUN	0	6	5	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
de	ADP	0	6	6	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
dados	NOUN	0	6	7	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
,	PUNCT	0	6	8	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
criando	VERB	0	6	9	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
legislações	NOUN	1	6	10	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
como	ADP	0	6	11	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
a	DET	0	6	12	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
LGPD	PROPN	1	6	13	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
no	ADP	0	6	14	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Brasil	PROPN	0	6	15	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
e	CCONJ	0	6	16	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
o	DET	0	6	17	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
GDPR	PROPN	1	6	18	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
na	ADP	0	6	19	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
União	PROPN	0	6	20	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Europeia	PROPN	0	6	21	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
,	PUNCT	0	6	22	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
que	PRON	0	6	23	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
estabelecem	VERB	1	6	24	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
regras	NOUN	0	6	25	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
claras	ADJ	0	6	26	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
para	ADP	0	6	27	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
o	DET	0	6	28	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
tratamento	NOUN	0	6	29	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
responsável	ADJ	0	6	30	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
das	ADP	0	6	31	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
informações	NOUN	0	6	32	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
pessoais	ADJ	0	6	33	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
e	CCONJ	0	6	34	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
corporativas	ADJ	1	6	35	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
.	PUNCT	0	6	36	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Essas	DET	0	7	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
leis	NOUN	0	7	1	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
obrigam	VERB	1	7	2	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
empresas	NOUN	0	7	3	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
a	SCONJ	0	7	4	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
adotarem	VERB	1	7	5	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
medidas	NOUN	0	7	6	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	7	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
segurança	NOUN	0	7	8	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
robustas	ADJ	1	7	9	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
,	PUNCT	0	7	10	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
garantindo	VERB	0	7	11	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
transparência	NOUN	1	7	12	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
no	ADP	0	7	13	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
uso	NOUN	0	7	14	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	15	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
dados	NOUN	0	7	16	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
e	CCONJ	0	7	17	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
responsabilizando	VERB	1	7	18	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
organizações	NOUN	0	7	19	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
que	PRON	0	7	20	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
não	ADV	0	7	21	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
cumpram	VERB	1	7	22	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
requisitos	NOUN	0	7	23	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
mínimos	ADJ	0	7	24	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	25	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
proteção	NOUN	0	7	26	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
,	PUNCT	0	7	27	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
fortalecendo	VERB	1	7	28	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
a	DET	0	7	29	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
confiança	NOUN	0	7	30	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
dos	ADP	0	7	31	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
cidadãos	NOUN	0	7	32	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
no	ADP	0	7	33	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
ambiente	NOUN	0	7	34	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
digital	ADJ	0	7	35	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
.	PUNCT	0	7	36	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
A	DET	0	8	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
cibersegurança	NOUN	1	8	1	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
nacional	ADJ	0	8	2	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
também	ADV	0	8	3	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
é	AUX	0	8	4	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
uma	DET	0	8	5	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
preocupação	NOUN	0	8	6	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
crescente	ADJ	0	8	7	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	8	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
pois	SCONJ	0	8	9	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
ataques	NOUN	0	8	10	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
direcionados	VERB	1	8	11	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
a	ADP	0	8	12	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
infraestruturas	NOUN	1	8	13	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
críticas	ADJ	0	8	14	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	15	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
como	ADP	0	8	16	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
energia	NOUN	0	8	17	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	18	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
saúde	NOUN	0	8	19	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
e	CCONJ	0	8	20	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
transporte	NOUN	0	8	21	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	22	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
podem	VERB	0	8	23	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
gerar	VERB	0	8	24	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
crises	NOUN	0	8	25	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
de	ADP	0	8	26	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
grandes	ADJ	0	8	27	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
proporções	NOUN	0	8	28	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	29	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
afetando	VERB	1	8	30	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
diretamente	ADV	0	8	31	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
