Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
como	ADP	0	6	11	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
a	DET	0	6	12	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
LGPD	PROPN	1	6	13	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
no	ADP	0	6	14	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Brasil	PROPN	0	6	15	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
e	CCONJ	0	6	16	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
o	DET	0	6	17	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
GDPR	PROPN	1	6	18	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
na	ADP	0	6	19	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
União	PROPN	0	6	20	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Europeia	PROPN	0	6	21	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
,	PUNCT	0	6	22	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
que	PRON	0	6	23	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
estabelecem	VERB	1	6	24	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
regras	NOUN	0	6	25	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
claras	ADJ	0	6	26	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
para	ADP	0	6	27	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
o	DET	0	6	28	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
tratamento	NOUN	0	6	29	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
responsável	ADJ	0	6	30	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
das	ADP	0	6	31	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
informações	NOUN	0	6	32	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
pessoais	ADJ	0	6	33	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
e	CCONJ	0	6	34	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
corporativas	ADJ	1	6	35	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
.	PUNCT	0	6	36	0	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
5	['NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT']	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	6	5	1	Governos desempenham papel essencial na proteção de dados , criando legislações como a LGPD no Brasil e o GDPR na União Europeia , que estabelecem regras claras para o tratamento responsável das informações pessoais e corporativas .
Essas	DET	0	7	0	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
leis	NOUN	0	7	1	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
obrigam	VERB	1	7	2	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
empresas	NOUN	0	7	3	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
a	SCONJ	0	7	4	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
adotarem	VERB	1	7	5	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
medidas	NOUN	0	7	6	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	7	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
segurança	NOUN	0	7	8	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
robustas	ADJ	1	7	9	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
,	PUNCT	0	7	10	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
garantindo	VERB	0	7	11	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
transparência	NOUN	1	7	12	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
no	ADP	0	7	13	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
uso	NOUN	0	7	14	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	15	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
dados	NOUN	0	7	16	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
e	CCONJ	0	7	17	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
responsabilizando	VERB	1	7	18	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
organizações	NOUN	0	7	19	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
que	PRON	0	7	20	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
não	ADV	0	7	21	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
cumpram	VERB	1	7	22	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
requisitos	NOUN	0	7	23	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
mínimos	ADJ	0	7	24	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
de	ADP	0	7	25	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
proteção	NOUN	0	7	26	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
,	PUNCT	0	7	27	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
fortalecendo	VERB	1	7	28	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
a	DET	0	7	29	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
confiança	NOUN	0	7	30	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
dos	ADP	0	7	31	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
cidadãos	NOUN	0	7	32	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
no	ADP	0	7	33	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
ambiente	NOUN	0	7	34	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
digital	ADJ	0	7	35	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
.	PUNCT	0	7	36	0	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
6	['DET', 'NOUN', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	7	6	1	Essas leis obrigam empresas a adotarem medidas de segurança robustas , garantindo transparência no uso de dados e responsabilizando organizações que não cumpram requisitos mínimos de proteção , fortalecendo a confiança dos cidadãos no ambiente digital .
A	DET	0	8	0	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
cibersegurança	NOUN	1	8	1	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
nacional	ADJ	0	8	2	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
também	ADV	0	8	3	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
é	AUX	0	8	4	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
uma	DET	0	8	5	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
preocupação	NOUN	0	8	6	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
crescente	ADJ	0	8	7	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	8	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
pois	SCONJ	0	8	9	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
ataques	NOUN	0	8	10	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
direcionados	VERB	1	8	11	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
a	ADP	0	8	12	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
infraestruturas	NOUN	1	8	13	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
críticas	ADJ	0	8	14	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	15	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
como	ADP	0	8	16	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
energia	NOUN	0	8	17	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	18	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
saúde	NOUN	0	8	19	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
e	CCONJ	0	8	20	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
transporte	NOUN	0	8	21	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	22	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
podem	VERB	0	8	23	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
gerar	VERB	0	8	24	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
crises	NOUN	0	8	25	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
de	ADP	0	8	26	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
grandes	ADJ	0	8	27	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
proporções	NOUN	0	8	28	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
,	PUNCT	0	8	29	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
afetando	VERB	1	8	30	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
diretamente	ADV	0	8	31	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
a	DET	0	8	32	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
vida	NOUN	0	8	33	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
de	ADP	0	8	34	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
milhões	NUM	0	8	35	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
de	ADP	0	8	36	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
pessoas	NOUN	0	8	37	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
.	PUNCT	0	8	38	0	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
7	['DET', 'NOUN', 'ADJ', 'ADV', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'SCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NUM', 'ADP', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	8	7	1	A cibersegurança nacional também é uma preocupação crescente , pois ataques direcionados a infraestruturas críticas , como energia , saúde e transporte , podem gerar crises de grandes proporções , afetando diretamente a vida de milhões de pessoas .
Por	ADP	0	9	0	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
isso	PRON	0	9	1	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
,	PUNCT	0	9	2	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
países	NOUN	0	9	3	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
investem	VERB	1	9	4	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
em	ADP	0	9	5	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
centros	NOUN	0	9	6	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
de	ADP	0	9	7	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
defesa	NOUN	0	9	8	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
digital	ADJ	0	9	9	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
,	PUNCT	0	9	10	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
cooperação	NOUN	0	9	11	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
internacional	ADJ	0	9	12	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
e	CCONJ	0	9	13	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
programas	NOUN	0	9	14	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
de	ADP	0	9	15	0	Por isso , países investem em centros de defesa digital , cooperação internacional e programas de inteligência capazes de detectar e neutralizar ameaças antes que elas causem danos significativos , fortalecendo a resiliência das nações contra ataques cibernéticos .
